molecule_chembl_id,canonical_smiles,standard_value,standard_units
CHEMBL5959439,Cc1cc(Cn2cc(-c3ccc(Cl)c(F)c3)cn2)n(C)n1,2170.0,nM
CHEMBL5868400,Cn1ccc(Cn2cc(-c3ccc(F)c(Cl)c3)cn2)n1,1380.0,nM
CHEMBL6062663,Cc1cc(Cn2cc(-c3ccc(F)c(Cl)c3)cn2)n(C)n1,857.0,nM
CHEMBL5925366,Cn1ccc(Cn2cc(-c3ccc(Cl)c(Cl)c3)cn2)n1,612.0,nM
CHEMBL5967323,Cc1cc(Cn2cc(-c3ccc(Cl)c(Cl)c3)cn2)n(C)n1,1100.0,nM
CHEMBL5834633,Cc1cc(Cn2cc(-c3ccc(Cl)cc3Cl)cn2)n(C)n1,3810.0,nM
CHEMBL5776050,Cn1ccc(Cn2cc(-c3ccc(Cl)cc3Cl)cn2)n1,5210.0,nM
CHEMBL5781211,c1cc(-c2cnn(Cc3cc[nH]n3)c2)cc(C2CC2)c1,831.0,nM
CHEMBL5951313,CS(=O)(=O)c1cccc(-c2cnn(Cc3cc[nH]n3)c2)c1,2690.0,nM
CHEMBL5909111,Cn1cc(Cn2cc(-c3cccc(S(C)(=O)=O)c3)cn2)cn1,9330.0,nM
CHEMBL5821369,FS(F)(F)(F)(F)c1cccc(-c2cnn(Cc3cc[nH]n3)c2)c1,95.1,nM
CHEMBL6054056,Cc1n[nH]c(C)c1CCn1cc(-c2ccc(Cl)cc2)cn1,1157.0,nM
CHEMBL5760221,Cc1cc(Cn2cc(-c3ccc(Cl)cc3)cn2)n(C)n1,6060.0,nM
CHEMBL5910863,Cn1ccc(Cn2cc(-c3ccc(Cl)cc3)cn2)n1,3040.0,nM
CHEMBL6012121,Cn1nccc1Cn1cc(-c2ccc(Cl)cc2)cn1,7350.0,nM
CHEMBL6019418,Clc1ccc(-c2cnn(Cc3cc[nH]n3)c2)cc1,1040.0,nM
CHEMBL6065344,Cn1cc(Cn2cc(-c3ccc(Cl)cc3)cn2)cn1,8280.0,nM
CHEMBL6027714,Cn1ccc(Cn2cc(-c3ccc(Br)cc3)cn2)n1,4720.0,nM
CHEMBL5778932,Cc1cc(Cn2cc(-c3cccc(Br)c3)cn2)n(C)n1,4630.0,nM
CHEMBL5778932,Cc1cc(Cn2cc(-c3cccc(Br)c3)cn2)n(C)n1,6210.0,nM
CHEMBL6023255,Cn1ccc(Cn2cc(-c3cccc(Br)c3)cn2)n1,2620.0,nM
CHEMBL5917573,Cc1cc(Cn2cc(-c3cc(F)cc(F)c3)cn2)n(C)n1,6020.0,nM
CHEMBL5913684,Cc1n[nH]c(C)c1Cn1cc(-c2ccc(Cl)c(OC(F)F)c2)cn1,152.0,nM
CHEMBL6035964,Cc1n[nH]c(C)c1Cn1cc(-c2ccc(F)c(C(F)F)c2)cn1,736.0,nM
CHEMBL5932706,Cc1n[nH]c(C)c1Cn1cc(-c2ccc(F)c(C(C)(F)F)c2)cn1,422.0,nM
CHEMBL5829580,CCc1c[nH]nc1Cn1cc(-c2ccc(F)c(OC(F)F)c2)cn1,43.8,nM
CHEMBL5758576,CCc1c[nH]nc1Cn1cc(-c2ccc(F)c(C(F)F)c2)cn1,71.2,nM
CHEMBL6009241,CC(F)(F)c1cccc(-c2cnn(Cc3cc[nH]n3)c2)c1,25.2,nM
CHEMBL5931382,FC(F)Oc1cccc(-c2cnn(Cc3cc[nH]n3)c2)c1,279.0,nM
CHEMBL5984990,CCn1cncc1Cn1cc(-c2ccc(Cl)c(C(F)F)c2)cn1,63.5,nM
CHEMBL5798604,CCn1cncc1Cn1cc(-c2ccc(F)c(C)c2)cn1,77.8,nM
CHEMBL5891354,CCn1cncc1Cn1cc(-c2ccc(Cl)cc2)cn1,1060.0,nM
CHEMBL5946500,Cn1nccc1-n1cc(-c2ccc(Cl)c(Cl)c2)cn1,3170.0,nM
CHEMBL6002025,Cn1nccc1-n1cc(-c2ccc(F)c(Cl)c2)cn1,5600.0,nM
CHEMBL5828499,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,9900.0,nM
CHEMBL5859401,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3cnc(OC(F)F)cn3)cs2)CO1,23600.0,nM
CHEMBL6009419,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,9000.0,nM
CHEMBL3972449,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,9600.0,nM
CHEMBL4483673,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,400.0,nM
CHEMBL3973534,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCC[C@H]2CS1,500.0,nM
CHEMBL5966370,N#Cc1ccc(C(=O)Nc2csc([C@]34COCC[C@H]3CSC(N)=N4)c2)nc1,1800.0,nM
CHEMBL3983509,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,200.0,nM
CHEMBL6036420,Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)cc2F)c1,65000.0,nM
CHEMBL5907652,CC(=O)N[C@@H](CCN1C2CCC1CC(n1c(C)nnc1C(C)C)C2)c1cccs1,9450.0,nM
CHEMBL5930833,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1cccs1,3100.0,nM
CHEMBL5871639,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCCCC1)c1cccs1,3020.0,nM
CHEMBL5797359,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCCC1)c1cccs1,1890.0,nM
CHEMBL6016733,CCC1CCC(C(=O)N[C@@H](CCN2C3CCC2CC(n2c(C)nnc2C(C)C)C3)c2ccsc2)CC1,14420.0,nM
CHEMBL5810758,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccsc1,10580.0,nM
CHEMBL6045344,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCCC1)c1ccsc1,3510.0,nM
CHEMBL5922640,Cc1ccc([C@H](CCN2C3CCC2CC(n2c(C)nnc2C(C)C)C3)NC(=O)C2CCC(F)(F)CC2)s1,8440.0,nM
CHEMBL5825921,Cc1nc2c(n1C1CC3CCC(C1)N3CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccsc1)CCN(C(=O)C(C)C)C2,1360.0,nM
CHEMBL5943127,CCc1ccc([C@H](CCN2C3CCC2CC(n2c(C)nnc2C(C)C)C3)NC(=O)C2CCCCC2)s1,840.0,nM
CHEMBL5843724,Cc1cc(C)c([C@H](CCN2C3CCC2CC(n2c(C)nnc2C(C)C)C3)NC(=O)C2CCCCC2)s1,810.0,nM
CHEMBL5983169,Cc1sc([C@H](CCN2C3CCC2CC(n2c(C)nnc2C(C)C)C3)NC(=O)C2CCC(F)(F)CC2)c(C)c1C,3470.0,nM
CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,90.0,nM
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,190.0,nM
CHEMBL256907,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,7750.0,nM
CHEMBL6049947,CCn1c(N2CCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1600.0,nM
CHEMBL6063928,CCn1c(N2CCN(C(=O)OC(C)(C)C)CC2)nc2c(C#N)c(Br)c(Br)cc21,770.0,nM
CHEMBL5768419,CCn1c(N2CCNC(=O)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,850.0,nM
CHEMBL5768419,CCn1c(N2CCNC(=O)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1780.0,nM
CHEMBL5813205,CCCn1c(N2CCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,520.0,nM
CHEMBL6007595,CC(C)Cn1c(N2CCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1280.0,nM
CHEMBL5866597,CC(C)(C)OC(=O)N1CCN(c2nc3c([N+](=O)[O-])c(Br)c(Br)cc3[nH]2)CC1,3060.0,nM
CHEMBL5909518,CCCn1c(NCCCN)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1880.0,nM
CHEMBL5866597,CC(C)(C)OC(=O)N1CCN(c2nc3c([N+](=O)[O-])c(Br)c(Br)cc3[nH]2)CC1,2500.0,nM
CHEMBL5866597,CC(C)(C)OC(=O)N1CCN(c2nc3c([N+](=O)[O-])c(Br)c(Br)cc3[nH]2)CC1,1600.0,nM
CHEMBL6049947,CCn1c(N2CCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,20420.0,nM
CHEMBL6049947,CCn1c(N2CCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,16910.0,nM
CHEMBL5808177,CCn1c(N[C@H]2CCCNC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,2270.0,nM
CHEMBL5768419,CCn1c(N2CCNC(=O)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,10090.0,nM
CHEMBL6050298,NCCCNc1nc2c([N+](=O)[O-])c(Br)c(Br)cc2n1CC1CC1,8930.0,nM
CHEMBL5760206,CC(C)Cn1c(NC2CCCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1860.0,nM
CHEMBL5961196,CCn1c(N2CCNCC2C)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1420.0,nM
CHEMBL5798365,CCn1c(N2CCCCC(N)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,400.0,nM
CHEMBL5831396,CCn1c(N2CCC[C@H](N)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,4990.0,nM
CHEMBL5936194,CCn1c(N2CCC[C@@H](N)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,440.0,nM
CHEMBL6020130,CCn1c(NCCN)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,2420.0,nM
CHEMBL5911009,CCn1c(NCC2CCCN2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1460.0,nM
CHEMBL6039052,CC(C)n1c(N2CCC[C@H](N)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1820.0,nM
CHEMBL6035784,CC(C)n1c(N2CCOC(CN)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1860.0,nM
CHEMBL5791382,CC(C)n1c(NCC2CNCCO2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,4170.0,nM
CHEMBL5752523,CC(C)n1c(N[C@@H]2CCCNC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,5770.0,nM
CHEMBL5845991,CC(C)n1c(N2CCNC[C@H]2C)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1230.0,nM
CHEMBL5953449,CC(C)n1c(N2CC[C@@H](N)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,3880.0,nM
CHEMBL5893689,CC(C)n1c(N2CC[C@H](N)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1880.0,nM
CHEMBL5768419,CCn1c(N2CCNC(=O)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,11910.0,nM
CHEMBL5787839,CC(C)n1c(N2CC[C@@H](N)C2)nc2c(C#N)c(Br)c(Br)cc21,5170.0,nM
CHEMBL5923523,CC(C)n1c(N[C@H]2CCNC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,4340.0,nM
CHEMBL5768419,CCn1c(N2CCNC(=O)C2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,2020.0,nM
CHEMBL5984837,CC(C)n1c(N2CCOC(CN)C2)nc2c(C#N)c(Br)c(Br)cc21,740.0,nM
CHEMBL3608684,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)C3)n1,50000.0,nM
CHEMBL5997031,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(Cl)cc2)C3)n1,35000.0,nM
CHEMBL5400175,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2)N1CC1(F)COC1,4400.0,nM
CHEMBL5399407,COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)F,5400.0,nM
CHEMBL5874010,COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3800.0,nM
CHEMBL5432698,COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,4600.0,nM
CHEMBL5978538,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)F,9600.0,nM
CHEMBL5398790,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2F)N1CC(F)(F)F,3600.0,nM
CHEMBL5806532,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,5400.0,nM
CHEMBL6039551,COc1cnc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,8200.0,nM
CHEMBL5933859,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC1(F)COC1,2600.0,nM
CHEMBL5421791,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)CO,5100.0,nM
CHEMBL5760349,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)CO,4600.0,nM
CHEMBL5424734,Cc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,4100.0,nM
CHEMBL5407684,Cc1cc(OCCNCCCF)cc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C)N2CC(F)(F)F)c1,4500.0,nM
CHEMBL5423660,Cc1c(OCCNCCCF)cccc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3800.0,nM
CHEMBL5972799,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2Cl)N1CC(F)(F)F,4200.0,nM
CHEMBL5806385,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2C#N)N1CC(F)(F)F,5400.0,nM
CHEMBL5427839,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2F)N1CC(F)(F)F,7000.0,nM
CHEMBL5933849,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2Cl)N1CC(F)(F)F,5200.0,nM
CHEMBL5967894,COc1ccc(OCCNCCCF)c(C)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,4100.0,nM
CHEMBL5934302,COc1c(F)cc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,4800.0,nM
CHEMBL6051199,COc1cc(F)c(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3600.0,nM
CHEMBL5930565,COc1c(F)cc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,5100.0,nM
CHEMBL6011841,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)cc(F)c2F)N1CC(F)(F)F,2300.0,nM
CHEMBL6004869,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(F)cc(OCCNCCCF)c2F)N1CC(F)(F)F,11000.0,nM
CHEMBL5832261,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)c(F)cc(OCCNCCCF)c2F)N1CC(F)(F)F,5800.0,nM
CHEMBL5413311,Cc1c(OCCNCCCF)ccc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,5300.0,nM
CHEMBL5886475,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)n2)N1CC(F)(F)F,3400.0,nM
CHEMBL6007833,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccn2)N1CC(F)(F)F,5600.0,nM
CHEMBL5850426,COc1ncc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,8700.0,nM
CHEMBL5943322,Cc1ncc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3500.0,nM
CHEMBL5832006,Cc1c(OCCNCCCF)cncc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,5000.0,nM
CHEMBL5954593,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ncc2F)N1CC(F)(F)F,3900.0,nM
CHEMBL5908705,COc1ccc(NCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,4100.0,nM
CHEMBL5752521,COc1ncc(NCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,4900.0,nM
CHEMBL5927233,COc1cnc(NCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,7100.0,nM
CHEMBL5837180,COc1ccc(NCCNCCCF)nc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3100.0,nM
CHEMBL5902781,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2Cl)N1CC(F)(F)CO,2900.0,nM
CHEMBL5400637,Cc1c(OCCNCCCF)ccc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,1500.0,nM
CHEMBL5804138,COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccc(F)cc3c2C[C@@H](C)N1CC(F)(F)CO,2700.0,nM
CHEMBL5806518,COc1ccc(O[C@H](C)CNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,3200.0,nM
CHEMBL5846746,COc1ccc(O[C@@H](C)CNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,2700.0,nM
CHEMBL5821554,COc1ccc(OC[C@H](C)NCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,5600.0,nM
CHEMBL5926234,COc1ccc(OC[C@@H](C)NCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,5300.0,nM
CHEMBL5855181,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)F,4100.0,nM
CHEMBL6051179,COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC1(F)CC1,5500.0,nM
CHEMBL5912040,C[C@@H]1Cc2c([nH]c3c(F)cccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)CO,4400.0,nM
CHEMBL5839498,C[C@@H]1Cc2c([nH]c3cc(F)ccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)CO,2700.0,nM
CHEMBL5834106,C[C@@H]1Cc2c([nH]c3cccc(F)c23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)CO,5000.0,nM
CHEMBL6007627,Cc1ccc2[nH]c3c(c2c1)C[C@@H](C)N(CC(F)(F)CO)[C@@H]3c1c(F)ccc(OCCNCCCF)c1F,4700.0,nM
CHEMBL5793973,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC(F)(F)CO,6100.0,nM
CHEMBL5808293,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC(F)(F)CO,9400.0,nM
CHEMBL6054685,Cc1ccc2[nH]c3c(c2c1)C[C@@H](C)N(CC(F)(F)CO)[C@@H]3c1c(F)cnc(OCCNCCCF)c1F,5400.0,nM
CHEMBL6004070,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cnc(OCCN(C)CCCF)c2F)N1CC(F)(F)CO,5700.0,nM
CHEMBL5772929,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2C(F)F)N1CC(F)(F)CO,2000.0,nM
CHEMBL5988920,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2C#N)N1CC(F)(F)F,2700.0,nM
CHEMBL5861408,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2CO)N1CC(F)(F)F,6300.0,nM
CHEMBL5799995,COCc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,5800.0,nM
CHEMBL5424508,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(F)cc(OCCNCCCF)c2)N1CC(F)(F)F,6700.0,nM
CHEMBL5394023,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(F)c(OCCNCCCF)c2)N1CC(F)(F)F,12000.0,nM
CHEMBL5818403,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@](C)(c2cccc(OCCNCCCF)c2)N1CC(F)(F)F,7700.0,nM
CHEMBL5975525,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC1(F)CC1,4200.0,nM
CHEMBL5973051,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC1(S(C)(=O)=O)CC1,5400.0,nM
CHEMBL6056553,Cc1ccc(OCCNCCCF)c(C)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,10000.0,nM
CHEMBL5424726,Cc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,10000.0,nM
CHEMBL5952392,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,3900.0,nM
CHEMBL5978181,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)F,4300.0,nM
CHEMBL5775436,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC1(F)CC1,4000.0,nM
CHEMBL5741828,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC1(F)COC1,2800.0,nM
CHEMBL5743400,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2Cl)N1CC(F)(F)CO,4200.0,nM
CHEMBL5974706,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccc(F)cc3c2C[C@@H](C)N1CC(F)(F)CO,3900.0,nM
CHEMBL5796450,Cc1c(OCCNCCCF)ccc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CCC#N,2400.0,nM
CHEMBL5969609,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(NCCNCCCF)c2F)N1CC(F)(F)F,4800.0,nM
CHEMBL5874469,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)ccc(NCCNCCCF)c2F)N1CC(F)(F)CO,6100.0,nM
CHEMBL5775252,COc1ccc(NCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,5000.0,nM
CHEMBL5871237,COc1cc(F)c(NCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,2600.0,nM
CHEMBL5741566,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(OCCNCCCF)c2F)N1CC(F)(F)F,23000.0,nM
CHEMBL5787351,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(OCCNCCCF)c2Cl)N1CC(F)(F)F,6600.0,nM
CHEMBL5765975,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(NCCNCCCF)c2F)N1CC(F)(F)F,9900.0,nM
CHEMBL5970123,Cc1c(NCCNCCCF)ccnc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,7200.0,nM
CHEMBL5766240,Cc1c(OCCNCCCF)ccnc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,10000.0,nM
CHEMBL5794076,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(OCCNCCCF)c2F)N1CC(F)(F)CO,18000.0,nM
CHEMBL5789323,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(OCCNCCCF)c2F)N1CC1(F)CC1,20000.0,nM
CHEMBL5743773,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(OCCNCCCF)c2F)N1CC1(F)COC1,19000.0,nM
CHEMBL6013533,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cncc(OCCNCCCF)c2)N1CC(F)(F)F,7100.0,nM
CHEMBL5792644,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccnc(OCCNCCCF)c2)N1CC(F)(F)F,7200.0,nM
CHEMBL5927490,Cc1c([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C)N2CC(F)(F)CO)ccnc1OCCNCCCF,4300.0,nM
CHEMBL5926652,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccnc(OCCNCCCF)c2Cl)N1CC(F)(F)CO,4300.0,nM
CHEMBL5998681,Cc1ccc(OCCNCCCF)nc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3500.0,nM
CHEMBL5991143,Cc1c([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C)N2CC(F)(F)F)ccnc1OCCNCCCF,7300.0,nM
CHEMBL5926142,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC(F)(F)F,8100.0,nM
CHEMBL5802422,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC1(F)CC1,6000.0,nM
